,Time,Blink count,Pixel Similarity,Emotion,Looking at,Noise level,Average attention
0,5,0.738095238095238,0.7206198914522717,0.05714285714285715,0.8941176470588235,0.24970883963722523,0.5319368946772832
1,10,0.023809523809523725,0.827673348615288,0.25806451612903225,0.2928571428571428,0.3260410492695137,0.3456891161361001
2,15,0.738095238095238,0.7428635166965695,0.8000000000000003,0.10000000000000003,0.26158075326135,0.5285079016106317
3,20,0.738095238095238,0.7439128034965394,0.8000000000000003,0.14285714285714288,0.28824936502215104,0.5426229098942144
4,25,0.9761904761904762,0.7354108929115226,0.4444444444444446,0.19000000000000003,0.2749861249408838,0.5242063876974654
5,30,0.738095238095238,0.7079875278756236,0.8000000000000002,0.19473684210526318,0.24274003112509834,0.5367119278402447
6,35,0.738095238095238,0.7342369256967715,0.8000000000000002,0.15000000000000002,0.39403776797091006,0.563273986352584
7,40,0.738095238095238,0.8160694257996338,0.8095238095238096,0.10000000000000002,0.5178306082052315,0.5963038163247826
8,45,0.9761904761904762,0.8003559430974714,0.8090909090909093,0.10000000000000002,0.21577952615759244,0.5802833709072899
9,50,0.023809523809523725,0.8369795997762096,0.8000000000000002,0.15294117647058825,0.335671043198154,0.4298802686508952
10,55,0.9761904761904762,0.8039545585623523,0.8000000000000003,0.10000000000000002,0.0722979037189625,0.5504885876943583
11,60,0.9761904761904762,0.696135680832205,0.8315789473684212,0.38421052631578945,0.04372026145789176,0.5863671784329568
12,65,0.738095238095238,0.6335657879532849,0.8000000000000003,0.505,0.0007997572687461485,0.535492156663454
13,70,0.9761904761904762,0.8462222429402052,0.8000000000000003,0.1473684210526316,0.21697454709959219,0.5973511374565811
14,75,0.4999999999999999,0.7298495379887725,0.8000000000000002,0.1,0.6482592918072164,0.5556217659591979
15,80,0.9761904761904762,0.6774065670429416,0.8000000000000002,0.10000000000000002,0.39343055335335886,0.5894055193173553
16,85,0.738095238095238,0.7480845877691313,0.8000000000000002,0.10000000000000002,0.13650775995255782,0.5045375171633856
17,90,0.4999999999999999,0.8093524036056273,0.8000000000000002,0.10000000000000002,0.3697731797921898,0.5158251166795634
18,95,0.9761904761904762,0.7080601733847568,0.8000000000000002,0.10000000000000002,0.5293712362557288,0.6227243771661924
19,100,0.738095238095238,0.6434108828959972,0.7600000000000001,0.38421052631578945,0.2908278593131388,0.5633089013240328
20,105,0.9761904761904762,0.7327299284289838,0.7619047619047621,0.55,0.37864918532267866,0.6798948703693801
21,110,0.9761904761904762,0.7883150047228844,0.8000000000000003,0.595,0.06386812909577455,0.6446747220018271
22,115,0.9761904761904762,0.8863478815667819,0.8000000000000002,0.8999999999999999,0.11942500660315547,0.7363926728720827
23,120,0.738095238095238,0.8989352478857029,0.8000000000000003,1.0,0.11168195734404318,0.7097424886649969
24,125,0.738095238095238,0.8237138794312707,0.5846153846153848,1.0,0.1786462425971893,0.6650141489478165
25,130,0.9761904761904762,0.8662647388138103,0.6666666666666666,0.94375,0.8937541594121337,0.8693252082166174
26,135,0.9761904761904762,0.843463239705888,0.8000000000000003,0.9470588235294118,0.9821364932186236,0.9097698065288801
27,140,0.738095238095238,0.6113075084865539,0.7333333333333334,0.7,0.8021113383556177,0.7169694836541487
28,145,0.4999999999999999,0.6924349795547019,0.5714285714285716,0.5153846153846154,0.8007623835027686,0.6160021099741315
29,150,0.9761904761904762,0.6942158018114938,0.35200000000000004,0.27999999999999997,0.6302679374881988,0.5865348430980337
30,155,0.9761904761904762,0.7246379898760085,0.13333333333333333,0.325,0.40286114417248076,0.5124045887144597
31,160,0.9761904761904762,0.6912268698459296,0.6956521739130437,0.8999999999999999,0.4564589632759999,0.7439056966450899
32,165,0.9761904761904762,0.76098821099516,0.8090909090909093,0.2421052631578947,0.4059462074311182,0.6388642133731116
33,170,0.9761904761904762,0.8104682098891968,0.8000000000000003,0.3647058823529412,0.5096531792234609,0.6922035495312152
34,175,0.9761904761904762,0.8043004013791824,0.8000000000000003,0.6499999999999999,0.29022636829340953,0.7041434491726137
35,180,0.9761904761904762,0.8037054451579245,0.8000000000000003,0.8411764705882353,0.2657506896139731,0.7373646163101218
36,185,0.9761904761904762,0.7969190533082446,0.8095238095238096,0.94,0.30627168888344536,0.7657810055811952
37,190,0.9761904761904762,0.854275176744501,0.8000000000000002,0.9500000000000001,0.37442322841769793,0.7909777762705351
38,195,0.738095238095238,0.8091777681902773,0.8000000000000002,0.807142857142857,0.3316299654053443,0.6972091657667434
39,200,0.9761904761904762,0.8122374129847683,0.8000000000000003,0.47058823529411764,0.3497568246371523,0.681754589821303
40,205,0.9761904761904762,0.900455574330817,0.8000000000000002,0.15000000000000002,0.3147442996355171,0.628278070031362
41,210,0.9761904761904762,0.8552265381248655,0.8000000000000003,0.28947368421052627,0.5443138190397799,0.6930409035131296
42,215,0.9761904761904762,0.8355097865111872,0.8000000000000002,0.5235294117647059,0.5463203703413869,0.7363100089615513
43,220,0.9761904761904762,0.828453061342515,0.8000000000000002,1.0,0.3948248921537726,0.7998936859373528
44,225,0.9761904761904762,0.8856491729194743,0.8000000000000003,0.94,0.30157640171604083,0.7806832101651983
45,230,0.9761904761904762,0.8650819551354177,0.76875,1.0,0.2908921287599452,0.7801829120171679
46,235,0.9761904761904762,0.8013529258286722,0.47500000000000003,1.0,0.15052639570463788,0.6806139595447572
47,240,0.9761904761904762,0.8889075230501946,0.675,1.0,0.3138494127856587,0.770789482405266
48,245,0.9761904761904762,0.9121475707171286,0.8,0.8411764705882353,0.07113496049002888,0.7201298955971738
49,250,0.9761904761904762,0.88281542137696,0.8000000000000002,0.788235294117647,0.6229549838752104,0.8140392351120587
50,255,0.9761904761904762,0.8841914812643163,0.8000000000000002,0.75,0.8325428059964469,0.8485849526902479
51,260,0.26190476190476175,0.9004295933421921,0.8000000000000002,0.82,0.8284408764683001,0.7221550463430508
52,265,0.26190476190476175,0.8998595112335477,0.8000000000000002,0.85,0.8162387642640293,0.7256006074804678
53,270,0.023809523809523725,0.8170637049853564,0.8,0.73,0.327286444102754,0.5396319345795269
54,275,0.4999999999999999,0.899542873376777,0.8,0.8714285714285713,0.378782981735473,0.6899508853081643
55,280,0.738095238095238,0.8913518438587769,0.8,0.9249999999999999,0.17777551535361436,0.7064445194615259
56,285,0.738095238095238,0.8321170401443556,0.8,1.0,0.6535548878073585,0.8047534332093904
57,290,0.9761904761904762,0.8541019141008591,0.7,1.0,0.7528254534475324,0.8566235687477736
58,295,0.9761904761904762,0.8120512229690378,0.7999999999999999,1.0,0.9580275313466194,0.9092538461012268
59,300,0.9761904761904762,0.7910519034073852,0.7999999999999999,1.0,0.7889283096041203,0.8712341378403964
60,305,0.9761904761904762,0.7712601090226261,0.7999999999999999,1.0,0.1912805044394763,0.7477462179305157
61,310,0.738095238095238,0.8911047547409189,0.8,1.0,0.3349758270251614,0.7528351639722637
62,315,0.9761904761904762,0.8263641854080089,0.3833333333333333,1.0,0.5123181601327966,0.739641231012923
63,320,0.9761904761904762,0.8706517629103597,0.2857142857142857,1.0,0.4306792767188574,0.7126471603067959
64,325,0.9761904761904762,0.8327116027308843,0.3,1.0,0.37252958381450385,0.6962863325471729
65,330,0.9761904761904762,0.7757721398668467,0.25,1.0,0.558112601299133,0.7120150434712913
66,335,0.9761904761904762,0.8349594222061288,0.1,1.0,0.1517865342436634,0.6125872865280538
67,340,0.9761904761904762,0.879236145984341,0.32,1.0,0.5117569227599956,0.7374367089869626
68,345,0.9761904761904762,0.8686426461930543,0.09999999999999999,1.0,0.6307656646531423,0.7151197574073346
69,350,0.9761904761904762,0.8688420671444924,0.1,1.0,0.41068212017250605,0.671142932701495
70,355,0.738095238095238,0.8268619411415912,0.275,1.0,0.3741592606400117,0.6428232879753683
71,360,0.9761904761904762,0.7586040521837265,0.26,1.0,0.33126607103839856,0.6652121198825203
72,365,0.9761904761904762,0.7585470807185671,0.8,0.4000000000000001,0.8603517530928981,0.7590178620003885
73,370,0.738095238095238,0.6569434626345882,0.21250000000000002,0.55,0.3576598695479736,0.50303971405556
74,375,0.26190476190476175,0.6493509077006249,0.4800000000000001,0.55,0.521223464837242,0.4924958268885258
75,380,0.738095238095238,0.6933533811086263,0.05333333333333334,0.55,0.43143258088173675,0.49324290668378695
76,385,0.9761904761904762,0.7050441779297781,0.038461538461538464,0.30000000000000004,0.3518292676853694,0.4743050920534324
77,390,0.26190476190476175,0.6488060508437995,0.6909090909090913,0.8714285714285713,0.4801435608791471,0.5906384071930743
78,395,0.4999999999999999,0.7523431326629724,0.36363636363636365,0.20000000000000004,0.6867556257828811,0.5005470244164435
79,400,0.9761904761904762,0.7434436636853203,0.2153846153846154,0.10000000000000002,0.323750750558499,0.47175390116378224
80,405,0.4999999999999999,0.844865594598329,0.27586206896551724,0.28235294117647064,0.38238275060733085,0.45709267106952955
81,410,0.023809523809523725,0.7696320470248457,0.5037037037037038,0.8875,0.7061978213378473,0.578168619175184
82,415,0.023809523809523725,0.8279240392150926,0.5454545454545456,1.0,0.8358566201693233,0.6466089457296971
83,420,0.738095238095238,0.8339211871469248,0.08000000000000002,0.8,0.7079861556191527,0.6320005161722633
84,425,0.4999999999999999,0.7460339476539211,0.16,0.9099999999999999,0.3083911016917771,0.5248850098691397
85,430,0.738095238095238,0.7566361910706804,0.43333333333333335,0.94375,0.4063492819769692,0.6556328088952442
86,435,0.738095238095238,0.8279511328066244,0.8000000000000003,1.0,0.3419160287182562,0.7415924799240238
87,440,0.9761904761904762,0.8802662472272291,0.8000000000000003,1.0,0.3020889271139867,0.7917091301063385
88,445,0.9761904761904762,0.9017029476727287,0.6909090909090911,0.9500000000000001,0.7845799103087044,0.8606764850162003
89,450,0.9761904761904762,0.856827922703916,0.7636363636363638,1.0,0.9992002427312539,0.9191710010524021
90,455,0.9761904761904762,0.8628816457747627,0.7619047619047621,1.0,0.9505879519187285,0.9103129671577459
91,460,0.26190476190476175,0.8781840334766086,0.7578947368421054,0.9099999999999999,0.9085246070948054,0.7433016278636563
92,465,0.4999999999999999,0.9116938594925554,0.8,1.0,0.885509438290907,0.8194406595566925
93,470,0.4999999999999999,0.9102012751598799,1.0,0.85,0.8677448629809988,0.8255892276281758
94,475,0.4999999999999999,0.8693227823894947,1.0,0.4,0.8986906982111431,0.7336026961201276
95,480,0.9761904761904762,0.8824842282468839,0.5130434782608696,0.9307692307692308,0.7225517533335906,0.8050078333602103
96,485,0.738095238095238,0.8831418078679726,0.6476190476190479,0.23333333333333334,0.7060939436002642,0.6416566741031713
97,490,0.4999999999999999,0.8269456252763362,0.09142857142857143,0.94375,0.493211799967498,0.5710671993344811
98,495,0.4999999999999999,0.886669968801062,0.17777777777777778,0.9526315789473685,0.48584782975706065,0.6005854310566537
99,500,0.9761904761904762,0.8066223024768183,0.17500000000000002,1.0,0.5244675900948476,0.6964560737524285
